total_rooms,population,median_income,median_house_value
361,169,3.7734,63800
1509,967,1.7798,65900
2232,1857,2.8705,113600
1185,960,2.0893,65000
964,782,2.3269,55900
1673,1734,2.0833,48300
2109,2248,1.4583,53000
1610,1409,1.7574,51700
1451,1413,2.125,61200
2680,2188,1.9375,56700
499,451,2.1705,60300
2806,2268,1.8814,57700
2488,1854,2.551,59100
1438,1294,2.7829,61800
1491,1223,2.1591,67800
1061,851,2.4412,61600
1096,1175,3.1053,73100
820,576,1.69,65900
1556,1140,2.4667,81400
3308,3201,1.7694,73900
450,236,1.1964,80400
886,517,2.1991,67200
1175,951,2.875,57700
2351,1591,1.6563,57200
2204,1277,1.5539,59200
811,514,2.625,89200
1514,1121,2.401,58400
1737,1177,1.9875,56400
1484,1163,2.625,72100
2109,1742,2.4097,66000
590,315,1.8958,85700
4535,1562,5.3224,225800
3564,1539,3.675,152400
1649,732,3.4231,123800
2430,1016,10.0088,242000
2682,1520,3.5982,94400
926,451,4.0221,173300
2178,1192,2.3339,87100
1080,507,4.5278,166900
2033,1114,3.2872,175000
1612,630,5.318,155100
3877,1642,4.0444,129200
4474,2177,3.2889,98900
1383,531,5.9191,151900
1903,919,2.6765,96400
391,171,2.7045,102800
1795,1114,2.0091,101500
2105,781,2.213,87500
3731,1679,3.1369,119600
4472,1837,2.5,175900
4487,2195,3.9615,194600
3111,1178,6.556,234700
3103,3061,1.3729,110300
1591,1916,1.3531,94600
2370,1129,5.143,176500
1564,643,2.7031,150000
1801,684,4.2589,134900
2628,1158,5.3002,191700
2854,1109,4.3008,136400
4375,2038,5.1202,133800
1466,608,3.1827,162100
1964,915,4.3008,119800
4213,2071,4.4063,130800
1708,906,4.918,130600
2477,1234,5.5427,162100
4303,2206,5.5842,159100
6217,3771,3.7206,146000
2167,1290,5.0285,148200
667,267,5.6147,244700
3295,2279,3.6083,146400
1933,965,4.6477,142700
629,635,2.2961,126700
4045,1862,4.875,143100
2903,1325,4.5179,145600
1421,657,5.1878,153900
1904,895,5.7201,155700
2707,1200,4.9861,133500
1665,1301,2.8403,132300
3158,1596,4.1739,131300
2356,1378,3.7375,138800
3583,2183,3.428,140700
2229,1010,4.1719,206100
3461,1518,3.5684,78700
249,167,4.5,92800
3050,1743,3.7413,105300
2474,1947,2.5742,98400
2851,1544,3.5379,99100
4893,3036,2.5212,110000
4038,3440,1.9698,112300
3135,1650,1.886,105300
3706,3785,1.7774,100000
2289,1215,3.2788,100000
2918,1338,2.6495,116200
2097,977,4.3958,108400
908,306,3.9792,131900
4157,2734,2.7981,92100
2547,1547,3.994,95500
3251,1890,3.0729,104800
2101,1304,2.8348,101600
2575,1367,1.4274,90500
2668,1713,4.0156,117600
1014,712,3.1471,102800
1409,782,4.0227,107700
2128,1860,3.1779,97300
4356,1629,2.2672,91100
3585,2769,3.0907,94100
2021,1615,2.5842,111300
826,684,3.9265,107400
2006,1849,2.5437,99000
2717,3343,2.5473,106300
2866,1404,2.505,95000
1515,491,2.8523,87500
1392,1784,2.375,124500
6403,3327,4.4871,137900
1868,1258,3.175,95900
69,50,3.75,120800
378,164,3.4107,82800
342,138,2.9821,155000
122,62,1.15,112500
1967,1035,3.5735,106800
3080,1257,4.9861,201800
2397,1053,2.6994,112500
1829,677,6.1805,247900
343,116,5.5376,212500
2465,859,6.6605,220700
1841,783,2.8167,162100
1526,790,2.4342,125000
446,182,2.8958,135000
429,179,2.3333,87500
1471,721,2.4688,126800
523,226,5.5693,153100
849,373,5.0362,181300
440,270,6.0582,157700
703,290,3.225,177100
253,201,1.4732,156300
608,287,3.3882,125000
2450,1459,2.4674,130900
1374,769,3.6389,130400
2081,1342,2.7958,59000
1621,909,2.1513,99700
268,77,1.125,150000
336,206,4.75,121400
1055,629,2.8676,76900
411,193,2.5625,146900
50,20,2.625,137500
465,256,3.1719,158300
371,171,0.9614,55700
968,664,1.6458,83600
1010,678,2.9531,104000
226,125,2.9,125000
161,1542,5.7485,162500
488,308,2.6563,103100
98,59,3.65,162500
1860,1848,2.2891,162500
1158,1094,2.6842,156300
3192,1768,2.2619,123500
1507,868,2.0284,96300
2051,878,4.3553,185700
2049,1071,3.5,240800
3136,1327,5.5942,186900
1706,923,5.5057,147200
5428,2725,3.9323,130100
393,134,3.95,178100
561,240,3.6312,202800
633,236,6.4562,230000
930,525,2.0625,155000
335,154,2.0694,175000
1185,533,3.1917,204500
2103,1167,3.0592,152800
836,303,3.875,127400
3507,1867,3.2123,120700
2770,1409,3.2338,101800
1500,674,2.515,110800
1008,453,2.3917,113500
1004,470,2.8942,116700
2864,1298,3.2303,131800
4183,1886,4.8787,175300
3278,1431,3.3987,99500
3557,2659,2.2883,86900
929,576,2.125,137500
2803,1223,4.119,128800
1892,804,4.0625,143200
1081,437,2.1979,114100
2402,1197,2.1771,98200
3366,1916,2.5401,125400
3268,1906,2.8237,110700
2356,1043,2.4949,108000
3168,1390,5,154800
2256,937,5.0528,153700
1534,741,3.9607,132500
1792,767,7.6889,229300
5979,2679,4.196,171700
3163,2106,2.4482,103000
2974,1559,3.8825,136800
2039,1178,3.8672,120100
2432,1441,2.5556,133100
1551,785,3.775,163300
2614,1862,1.9238,70700
2232,1455,2.5587,87800
1419,1226,2.2188,68800
1818,1182,1.8575,73800
1305,789,3.2993,91100
2058,933,4.2448,150900
2770,1611,3.1284,115100
1174,464,2.3,133300
3371,1823,3.5333,116800
2607,2016,1.75,82900
2549,2053,2.0875,83100
2593,1365,3.3929,113000
4411,2038,3.475,151200
1337,744,4.0924,244200
2643,1455,3.6398,146700
1953,999,2.4906,122500
2591,1371,3.5774,113900
651,301,3.6528,200000
4176,2164,4.0365,174200
3326,1544,2.9875,166300
762,358,2.4545,105000
2400,1085,3.7687,165200
2333,1073,4.8125,161100
1683,873,4.7069,176900
2474,1649,3.275,156500
1083,471,2.9241,187500
2064,1021,4.517,152200
683,505,3.4265,158900
2564,1198,2.9083,113400
4030,2248,3.6107,141300
2458,1227,2.7857,110900
2368,1231,2.883,141900
2262,1156,3.8534,157600
2916,1466,2.5643,200000
1713,1258,2.683,169400
677,523,2.4598,97100
409,244,3.4643,90900
1107,573,2.3924,102200
2376,1175,3.6016,134600
1126,667,3.3158,125900
3886,1605,4.4213,182700
1853,958,3.3578,149000
2606,1252,4.1833,192100
4956,3006,3.4426,139000
2430,1292,3.4009,182400
2123,1310,2.6368,165600
2879,1802,3.6378,126100
2608,1719,2.1186,94400
1038,521,2.125,91900
2404,1531,2.995,124300
699,460,2.7443,94200
300,160,2.1786,120800
370,167,1.4853,101800
811,446,1.6724,96900
1862,971,2.6053,99200
1883,999,5.193,172100
3264,1512,3.7546,135300
1698,927,3.5625,130800
866,502,2.4798,101500
311,171,4.0972,101800
3667,2173,5.0369,163900
1283,3082,3.5365,111800
2506,1316,3.8472,197600
3415,1912,4.4423,161400
395,193,7.3718,212500
4019,1959,2.7321,175000
1326,509,1.9464,112500
58,79,3.375,106300
273,149,4.8229,158300
5151,2553,4.075,195000
1853,1013,2.7083,173900
335,247,1.6111,74100
1052,712,1.7228,105000
2152,1320,2.5025,101900
1922,1130,4.0815,117900
3107,1549,4.4766,169400
1985,1198,2.7734,116800
2451,1155,2.2254,130800
3883,2319,3.5595,161000
2906,1886,4.2431,137100
1811,1191,4.0125,121500
4452,2740,3.1964,141500
2085,1236,5.5591,149300
1289,867,4.6821,138500
1847,1030,4.9271,155300
1347,713,4.0208,155700
6169,3378,5.1047,157900
1034,604,2.2391,120000
284,130,3.1429,179200
110,69,3.7292,475000
1170,830,2.6458,127500
696,443,2.5156,86300
9205,5935,3.65,119400
2610,1290,4.1298,222800
2706,1236,4.15,322400
807,585,2.6181,163500
2364,1264,5.0176,274200
1544,825,4.3229,327300
2039,862,5.1629,222900
2239,766,5.75,240200
1365,591,6.0389,215100
8297,4189,4.3696,170700
5501,2964,4.1855,162100
1999,1061,3.5242,121400
818,340,4.8021,133500
773,320,2.825,152500
796,313,3.15,153200
1329,683,4.3687,128700
1280,754,3.1333,132000
1717,855,2.75,127300
1207,699,3.3611,117600
876,426,3.0865,119800
859,427,3.5789,110400
1912,1065,2.1424,125000
2125,1358,3.6312,147600
7264,3670,5.0443,194800
3846,2360,4.6173,164800
1875,970,3.5096,141700
918,417,4.2768,151300
2229,1199,3.4821,170600
1393,915,1.1957,103100
966,589,1.6937,108300
994,623,1.725,111500
456,370,3.1319,112500
8363,3907,5.3321,208100
1718,1312,2.9955,134700
2682,883,5.9934,196700
1630,4402,1.9792,63000
1494,781,4.3015,250000
1594,887,4.6625,294000
5020,2105,3.8158,248700
8997,1825,3.23,154300
1914,1130,2.2165,90600
3487,2352,1.6303,144900
2564,1301,2.0076,114000
3044,1456,2.4567,140000
3451,1550,2.9167,161700
3476,1476,3.3472,195200
2690,1085,4.2841,256700
12779,6085,3.8661,168100
5782,3026,2.6528,113500
3466,2356,2.9926,158200
4267,2065,3.7303,162700
4760,2459,2.811,142100
4461,1795,4.475,206900
6044,2239,3.24,264600
5383,1880,3.8019,271200
4109,1298,3.4799,320800
2059,636,3.6908,278800
3493,1481,2.3075,184200
1664,629,2.7344,188300
2787,1106,2.7043,186200
2168,782,3.0187,278100
3418,970,3.7738,279400
6346,1769,2.6864,283600
1033,588,2.8173,226900
4323,1650,2.7266,266800
2863,930,2.6205,221100
3279,1397,2.5552,200000
2046,846,1.65,227300
3276,1520,3.6412,207800
4155,2112,4.4766,192700
3522,1780,3.3958,215800
3252,1814,3.2226,183200
2419,1279,3.4762,189600
1576,595,3.588,266300
4197,1656,3.526,183900
3100,1515,2.8493,196100
2062,781,4.9359,317700
3924,1325,2.5172,293900
2200,996,3.587,330000
3389,1309,3.2112,204500
1940,850,3.1818,249600
1932,1380,1.9647,253600
2272,1689,1.7031,195000
1540,1799,0.7025,500001
626,3574,1.0298,300000
3952,1469,6.3144,328800
1785,1344,1.4492,222900
896,548,2.5455,165900
2034,768,4.2411,258900
2365,1446,2.5129,225900
3298,1862,2.1507,221500
1630,704,5.156,251300
2163,1153,2.084,233300
2773,1358,1.4036,209600
2054,1170,2.1786,206300
2254,1237,2.6208,227100
2217,1107,2.8009,192600
1664,1077,1.6875,174200
2719,1386,3.7337,208200
5540,2383,2.2656,226200
4202,2309,2.2165,231700
3504,1490,4.6719,337000
1354,753,3.25,225000
4225,1795,2.2847,247000
2236,1036,3.0833,219300
1248,722,4.625,221800
3768,1884,4.6071,239900
2568,1149,5.4287,331600
1704,918,3.2464,208000
4210,1933,2.794,262500
118,6532,4.2639,350000
4413,2003,5.0267,253300
4208,1634,2.2868,233700
164,542,1.6563,42500
3414,1236,3.7635,336200
5138,1838,5.9676,380000
5805,1919,3.5352,357800
3100,1155,3.0938,245900
2666,940,1.9653,236100
2680,975,1.7878,55000
7922,2863,4.849,275000
6638,2710,4.6776,295500
5818,2324,4.4033,267600
1656,866,2.8824,195200
2920,1068,3.5242,156800
3642,1729,3.155,205400
3342,1342,3.4509,217700
1671,935,2.5792,163800
3055,1407,2.1702,179700
2495,1292,2.2625,153000
3098,1449,3.5744,197800
1486,823,2.6974,165400
3431,1777,2.7301,190400
3430,1840,2.9821,162000
3733,1839,3.3062,158500
2949,1425,2.9615,178100
3971,1792,2.7128,209900
2241,1521,2.0292,155800
1240,768,2.655,160000
1583,704,2.1042,268300
2919,1896,2.4003,142100
2799,2015,3.0536,143600
3290,1497,2.6875,178200
523,374,1.4726,106300
2364,1257,4.6167,273100
6788,2866,3.3603,280200
1317,655,4.3611,329700
2819,1068,4.5461,270800
947,477,3.851,315000
5209,2284,4.0403,346100
2314,1549,2.8203,152600
1315,926,2.9375,144800
10463,4660,3.5682,277300
2721,1672,2.9798,204800
2758,1291,2.925,181400
1701,941,4.3218,209100
3369,1834,3.7672,173800
2752,1422,3.2813,175000
1861,1040,3.3125,163900
4422,2307,2.8285,171300
2310,1341,3.225,166900
5876,2877,2.5437,146400
2666,1203,4.1375,222400
2608,1351,2.7798,205800
2339,1097,3.3438,176100
2474,1269,3.9063,184800
3748,1860,4.5179,225600
3979,1834,3.5,172100
9613,4487,3.6667,250600
3098,1433,5.2508,292900
4161,1609,5.0947,267500
1649,671,3.0602,69800
3043,1457,3.1641,158600
6725,3139,4.1875,261600
416,936,2.1154,117200
3595,1649,3.3816,253400
2267,1045,4.1146,272200
592,340,5.966,315200
1817,1376,2.4113,214200
2080,1781,3.6827,215300
4299,2249,4.6098,290400
1733,959,4.7708,281700
3523,1705,4.9318,258100
2193,1814,4.0125,230100
1441,1159,4.5417,233700
2244,1948,4.7639,251500
6457,4375,5.1788,267000
1028,904,3.5035,238600
1983,1577,4.0833,266700
3029,2436,3.3214,243200
3290,2466,3.6588,238600
364,339,2.483,214300
1799,1436,3.65,239900
876,713,3.84,235900
2034,1491,4.5341,236500
1046,822,3.5,224400
2076,1738,3.1958,232100
4167,2923,3.049,307000
4492,3477,3.0546,297900
3615,1571,5.1149,314200
1048,455,6.1278,417600
3988,1793,4.2472,292500
5275,2892,4.6771,266400
2405,1583,5.0659,238000
3795,2494,5.2848,260300
1946,828,5.2811,287700
1344,782,4.5,275600
2347,1259,3.4492,264300
2644,1465,4.9375,277000
2576,1273,4.7391,272800
737,370,3.775,281300
2447,2104,3.449,239100
837,606,4.875,258800
2993,1594,4.4821,252400
2661,1384,4.2421,257500
4302,3320,3.4375,277700
2812,1983,2.9413,229400
1720,1452,3.5909,256100
1954,1130,4.6447,304500
4077,2544,4.5337,306700
3506,2296,5.5647,268700
2897,2340,3.3906,303700
2609,1746,5.1054,294500
3718,2510,5.3311,270800
3395,2258,2.964,319700
2359,884,3.0625,87500
491,274,4.4286,238600
5689,3752,5.5845,304300
4172,3226,5.7535,297900
3372,2049,4.1303,146500
6082,3861,5.4221,284700
2751,2027,5.2573,322900
1664,963,4.7813,246400
2738,1545,5.3446,263300
2535,1390,5.3398,260900
5456,2761,4.7755,280700
5277,2695,3.9722,276200
3541,2259,4.3039,278400
5108,3288,3.1927,252600
1447,799,4.7639,265600
1814,1025,4.425,268400
2274,1255,5.1205,226300
2155,1255,3.8438,250700
2189,1063,4.7361,302600
3520,1746,4.9236,273500
725,335,4.125,327600
1385,1096,4.475,246700
1075,906,3.0052,242500
1294,1177,3.6667,218800
694,658,4.6103,237500
431,682,3.2833,233300
3436,2583,3.5039,232400
3253,2246,2.6631,244000
1769,1102,4.5493,281500
4402,2941,3.8565,239800
8400,4101,4.1033,301000
4091,1861,4.207,272700
6326,3444,6.2498,353300
2806,1617,5.3922,353700
8676,5130,4.8096,262000
3523,2150,4.5938,251200
8103,5023,4.6452,236200
7778,4674,5.4694,272400
4582,2325,4.0556,275000
3348,1817,4.2593,227400
3109,1472,5.155,263900
696,398,3.525,254100
1256,785,3.2446,234600
2589,1386,2.9087,228200
120,50,12.5,281000
4551,2208,5.4364,279300
1481,747,4.4286,262100
2683,1498,5.1282,262500
1521,736,4.3542,237500
2197,971,4.25,241700
1331,598,4.1827,345500
64,59,2.2375,450000
3507,1697,4.0795,270600
5889,2784,5.3991,273000
4648,2282,4.5556,249000
12902,6160,5.7653,325800
6728,3783,5.0479,280400
3507,1712,6.7206,344600
4946,2683,5.748,302100
5113,3004,4.7625,281300
4135,2154,4.9732,342300
10252,4790,4.1692,344500
1464,636,4.25,284100
2975,1479,3.8214,273600
1866,822,4.7,341300
1355,682,6.3443,324700
1545,756,4.4643,308100
1040,669,4.1513,137500
1811,796,3.43,292900
2367,1141,4.8295,319000
1017,407,4.8,306800
1538,671,4.4091,317900
3119,1807,3.2216,242700
3586,2249,3.1058,253000
4220,2720,2.639,242500
98,68,2.225,212500
2748,1447,3.5214,144200
66,30,2.375,275000
1252,878,4.2262,228500
865,602,3,229100
1619,1064,4.0238,224200
1204,921,4.4464,215400
2084,1077,3.1628,318400
2577,1867,3.3632,265100
1770,1225,2.56,273100
1602,705,5.7398,336400
1934,847,4.7381,347400
4424,1915,4.1364,412000
3562,1542,5.8783,405100
2754,1128,6.3719,466900
3931,1717,6.2946,450000
2401,894,5.6493,422400
5351,2558,3.5817,369300
1380,530,6.221,420300
2304,986,4.652,387100
707,381,4.375,340900
4497,1846,6.1323,500001
2754,1163,6.2306,500001
3052,1581,3.0744,457700
2089,837,4.6628,459200
6026,2314,7.8997,500001
3281,1145,6.358,500001
2064,813,6.0374,500001
520,185,6.4865,450000
15,11,5.048,350000
4645,2156,3.4412,353800
1657,613,5.7837,378100
2272,963,5.7245,500000
2188,917,4.4,500000
1704,671,8.4704,500001
2039,772,6.471,500001
3084,1324,5.0756,374200
3325,1468,4.0987,434000
2506,967,4.7404,500001
1900,665,4.5486,500001
1395,736,5.6206,386400
2362,992,4.7917,359900
2784,1622,3.8413,372200
2495,1081,4.0855,410800
2638,1352,3.5125,350600
5039,2129,3.3469,345000
854,396,2.8393,375000
2647,1254,4.2407,433800
2059,800,4.97,500001
2697,810,12.4291,500001
1774,588,10.7339,500001
4684,1512,15.0001,500001
7189,2440,11.6833,500001
3562,1139,12.6417,500001
4470,1507,13.3913,500001
6184,2165,10.1675,500001
1659,519,14.4219,500001
2635,967,7.0422,500001
2547,876,8.2598,500001
2170,784,10.4286,500001
3751,1691,3.9728,300000
2543,1301,3.1111,318400
3085,1453,3.4333,290000
5144,2518,3.4836,287900
2784,1534,3.38,285400
3225,1958,3.6811,273000
1990,1141,3.9696,258300
1165,845,4.1875,267300
1772,1573,2.7474,233100
2574,2377,3.2891,237900
3384,2626,3.2285,234800
499,318,2.9934,256300
3157,1603,3.7422,292600
537,355,2.8571,250000
2126,1112,3.625,283300
1150,377,3.8317,237500
6394,2400,3.4902,500001
2016,691,5.549,500001
2339,1283,3.162,415000
1975,644,10.0743,500001
2501,1050,4.6406,500001
2565,870,9.3694,500001
2465,843,6.9533,500001
2351,1126,3.9688,356900
900,371,3.25,296400
1437,607,4.8068,369700
2151,849,4.4583,397100
2199,827,6.1349,500001
3661,1608,5.0774,407200
3339,1354,7.3081,464600
4493,1784,6.7042,413000
2169,905,7.7743,453100
3559,1747,6.6959,411200
1729,769,4.0417,458500
6645,2557,6.3892,480800
1338,535,5.4351,376600
1833,751,6,384200
984,429,5.3261,376800
1817,659,6.8336,457200
1160,508,5.9539,379100
4292,1758,2.9405,340500
1748,984,4.5116,337800
839,419,5.012,368200
1222,492,5.539,396900
2444,952,4.75,388200
1608,676,4.6125,361700
2795,1183,5.779,387100
3931,1877,3.9722,354100
1340,660,4.163,393800
1946,975,4.0726,385400
1159,465,3.1842,352800
3675,1930,3.9833,342800
507,305,2.6159,272900
1685,815,4.2955,309700
1727,952,4.7917,316000
1792,829,4.9013,330100
1351,701,3.32,292900
1437,979,4,273700
2197,1193,4.6371,271100
1973,1169,5.033,270900
1962,1267,4.7344,271800
2406,1189,4.7917,276100
1693,846,5.3683,339400
1379,750,5.5381,282000
805,445,5.8221,289400
1873,945,5.5184,274800
6474,2516,5.0353,305800
4576,1941,5.9572,443800
1321,683,4.7045,500001
4789,1840,6.7474,338200
2118,770,7.2477,376000
1958,811,8.1221,483300
4199,2020,6.1228,375700
3211,1553,4.9434,292100
4921,1810,5.6936,322200
1422,395,5.3247,327800
3264,1607,9.1415,500001
1649,779,6.9635,417300
2140,990,6.035,438800
3913,1752,7.3644,419700
2126,905,8.9083,500001
7283,3399,5.6683,391000
7995,3484,6.5948,404000
7976,3437,5.6396,430300
3789,2243,4.39,270100
5114,3169,3.9699,293200
2268,1151,4.9091,293200
991,463,5.1701,294200
1459,761,5.0081,298100
1743,811,4.9464,282400
2043,1089,3.0278,310600
5417,2593,4.8047,438000
1980,970,5.1207,310900
1145,586,3.5,267400
3710,2068,3.5445,286700
4104,1837,5.3506,388100
2958,1285,4.0801,397800
1526,724,4.0313,435200
2197,1228,5.4719,397900
3767,1455,6.8787,386800
2769,994,5.5902,417000
2789,1156,5.4322,391000
2297,871,8.1039,382200
2328,969,7.7364,435800
4042,1611,8.4693,419200
14034,6266,4.3939,491200
1051,517,3.7,339700
1406,598,5.8964,414800
3040,1374,6.1004,426400
483,291,3.0833,256300
672,351,5.3264,258100
989,504,4.8382,289400
348,154,4.7708,253800
3996,1744,4.5075,364900
3703,1611,2.7075,323800
2307,842,3.6111,341500
878,393,3.7045,360500
1812,752,4.95,345000
2607,1225,4.224,349600
2709,1156,4.6366,395500
4420,1790,6.142,394700
6983,2818,5.6271,374800
4719,1980,6.1064,405000
6499,2694,7.4787,431300
7335,2626,6.5475,500001
4148,1638,6.912,457200
3542,1392,8.5184,500001
4453,1805,5.6038,451300
5480,2009,7.4678,500001
3022,1235,6.7058,495900
5067,1996,7.0001,500001
863,281,6.8879,500001
1183,455,5.1071,314100
3507,1663,5.0863,440300
1504,689,6.1244,308800
645,265,5.4688,305000
3183,1313,5.9062,383200
2743,974,7.1621,500001
4126,1722,4.8966,362100
4459,2080,3.5322,361900
2423,1010,6.2154,362700
2956,1191,3.7463,427600
4105,2561,3.8684,265600
1535,1204,2.8482,247200
840,1338,2.3333,241700
2528,2437,2.2746,225000
2570,3107,2.8058,229500
1541,1564,2.56,250000
322,191,2.5833,500001
6164,2198,6.7413,435900
4428,1677,7.6864,422500
5233,1690,6.2007,311800
1472,876,4.3594,366000
2962,1639,2.7399,87500
7067,5380,4.1776,265300
505,326,2.9286,237500
1326,1771,3.0147,218100
640,991,1.9844,270000
733,652,5.1654,233600
1170,610,3.4427,263500
886,492,4.2708,267000
1300,608,4.5568,286900
1371,589,4.8068,312300
1927,846,4.2083,278200
1053,939,3.1989,320800
1403,1587,2.8258,232800
1266,1991,2.92,202800
1777,1966,3.0472,211000
733,497,3.2708,255300
7740,4124,3.3268,322800
